,id,region,area_by_m2,width_of_facade,width_of_road,is_legal,price,most_similar
4333,4333,Lâm Hà,202,15,13,1,2.67,"[505, 4405, 4368, 4987, 3710]"
4334,4334,Đạ Tẻh,105,11,15,1,5.44,"[905, 1993, 1360, 1958, 4955]"
4335,4335,Đà Lạt,80,5,12,0,7.63,"[2948, 2113, 147, 782, 4994]"
4336,4336,Đức Trọng,224,10,7,1,9.58,"[1151, 2955, 1612, 3483, 3014]"
4337,4337,Lạc Dương,136,15,9,0,2.68,"[1748, 1140, 2621, 1573, 4754]"
4338,4338,Di Linh,170,7,13,0,1.54,"[173, 4300, 2551, 792, 3104]"
4339,4339,Đạ Tẻh,148,15,10,0,4.73,"[3853, 427, 4362, 474, 2918]"
4340,4340,Lạc Dương,143,5,11,0,12.04,"[1321, 4467, 506, 3038, 811]"
4341,4341,Di Linh,122,15,6,1,3.25,"[4928, 2617, 4951, 1844, 4713]"
4342,4342,Đam Rông,207,7,6,0,12.32,"[132, 2908, 2779, 145, 4669]"
4343,4343,Lạc Dương,117,7,8,0,11.64,"[3642, 506, 4783, 1306, 362]"
4344,4344,Bảo Lộc,130,7,5,1,7.2,"[1795, 3173, 3759, 475, 4937]"
4345,4345,Đơn Dương,125,8,14,1,10.92,"[1043, 559, 3485, 1282, 3643]"
4346,4346,Đạ Huoai,156,13,13,1,4.8,"[2618, 1269, 770, 4782, 4325]"
4347,4347,Bảo Lộc,126,11,8,1,14.46,"[959, 346, 313, 540, 1070]"
4348,4348,Đạ Huoai,73,5,15,0,14.48,"[4685, 3614, 2169, 4891, 181]"
4349,4349,Bảo Lâm,60,8,13,0,8.58,"[4843, 4412, 1276, 800, 4147]"
4350,4350,Đam Rông,164,9,8,0,1.87,"[2151, 1994, 1809, 3280, 1576]"
4351,4351,Đạ Tẻh,120,6,7,1,5.61,"[4302, 4282, 1506, 4550, 2180]"
4352,4352,Lạc Dương,205,10,9,0,7.77,"[3791, 2989, 2767, 1788, 543]"
4353,4353,Đạ Tẻh,149,7,10,0,9.83,"[4844, 4201, 3834, 523, 476]"
4354,4354,Cát Tiên,211,11,10,0,9.38,"[3550, 1575, 371, 3663, 2681]"
4355,4355,Cát Tiên,141,7,10,0,8.87,"[3836, 3146, 1302, 2940, 3162]"
4356,4356,Bảo Lộc,141,14,13,1,9.2,"[4284, 423, 752, 2900, 356]"
4357,4357,Đạ Huoai,167,7,5,1,9.1,"[500, 3275, 1930, 1323, 1390]"
4358,4358,Đơn Dương,141,10,14,1,1.62,"[1668, 4556, 1343, 2080, 564]"
4359,4359,Lạc Dương,242,12,8,0,6.88,"[2422, 2989, 3415, 4352, 3824]"
4360,4360,Lâm Hà,200,6,5,1,12.89,"[4305, 2582, 2415, 97, 379]"
4361,4361,Bảo Lâm,151,13,6,1,12.63,"[319, 1899, 525, 2572, 1349]"
4362,4362,Đạ Tẻh,122,15,7,0,4.57,"[427, 1233, 3706, 4339, 504]"
4363,4363,Di Linh,178,13,12,0,13.14,"[4246, 1508, 4243, 3736, 92]"
4364,4364,Đạ Huoai,225,8,14,1,2.41,"[1199, 1259, 57, 1543, 2973]"
4365,4365,Đơn Dương,217,12,9,1,6.04,"[2346, 1773, 3636, 2251, 434]"
4366,4366,Bảo Lâm,205,7,7,1,3.6,"[3138, 1118, 872, 948, 4608]"
4367,4367,Cát Tiên,138,13,8,1,12.83,"[4995, 1010, 2159, 3517, 4273]"
4368,4368,Lâm Hà,178,13,11,1,1.51,"[3710, 420, 4987, 505, 2607]"
4369,4369,Lạc Dương,203,14,14,0,1.31,"[4221, 1840, 656, 899, 2038]"
4370,4370,Cát Tiên,119,11,8,1,1.28,"[4391, 961, 2485, 2119, 1461]"
4371,4371,Đà Lạt,175,13,12,1,3.43,"[2521, 2778, 2473, 3309, 4448]"
4372,4372,Đơn Dương,56,14,6,1,7.29,"[2979, 4554, 4560, 588, 1796]"
4373,4373,Di Linh,96,6,13,0,10.03,"[1637, 1251, 840, 2059, 3570]"
4374,4374,Đam Rông,154,13,15,0,5.79,"[1988, 4617, 333, 446, 1628]"
4375,4375,Bảo Lộc,65,8,15,0,4.85,"[2858, 3438, 1380, 1459, 1736]"
4376,4376,Bảo Lộc,98,6,6,0,11.2,"[104, 3066, 4108, 3508, 3281]"
4377,4377,Đức Trọng,108,8,14,0,12.37,"[4824, 1972, 2848, 513, 2566]"
4378,4378,Bảo Lộc,173,15,11,0,3.32,"[971, 966, 1814, 213, 2818]"
4379,4379,Đạ Tẻh,145,5,9,0,9.19,"[661, 4118, 4353, 4844, 523]"
4380,4380,Đam Rông,73,6,7,0,10.36,"[131, 851, 2470, 134, 2789]"
4381,4381,Lạc Dương,71,9,13,1,8.15,"[4818, 2138, 3184, 1542, 3229]"
4382,4382,Đà Lạt,249,12,6,0,8.0,"[3697, 3553, 3563, 2593, 1176]"
4383,4383,Di Linh,169,7,11,0,8.9,"[59, 4714, 2355, 3044, 3347]"
4384,4384,Đà Lạt,188,5,13,0,11.29,"[4785, 3028, 2166, 4478, 3200]"
4385,4385,Bảo Lâm,51,5,13,1,13.16,"[1388, 1913, 2270, 1467, 3869]"
4386,4386,Đạ Huoai,168,12,12,0,12.55,"[1894, 1131, 2502, 4890, 3673]"
4387,4387,Đạ Huoai,191,9,9,1,14.31,"[4977, 4490, 1680, 4963, 608]"
4388,4388,Đà Lạt,163,13,11,0,12.91,"[1801, 1334, 960, 4866, 2726]"
4389,4389,Đạ Huoai,58,8,15,1,7.02,"[87, 320, 4811, 3384, 803]"
4390,4390,Bảo Lâm,110,8,15,1,10.33,"[3869, 4081, 3222, 2270, 1913]"
4391,4391,Cát Tiên,120,11,8,1,0.99,"[4370, 961, 2485, 2119, 1461]"
4392,4392,Bảo Lộc,62,11,11,0,11.81,"[2797, 922, 1027, 815, 2294]"
4393,4393,Bảo Lâm,183,6,10,1,2.94,"[4608, 2264, 3574, 2802, 4366]"
4394,4394,Đơn Dương,138,14,14,0,0.91,"[35, 1260, 4010, 3560, 2051]"
4395,4395,Đạ Tẻh,235,13,11,0,13.04,"[1857, 3808, 4917, 3486, 4125]"
4396,4396,Đạ Tẻh,213,6,7,1,7.61,"[3660, 245, 2654, 2020, 666]"
4397,4397,Lâm Hà,234,13,9,1,4.33,"[2607, 420, 4145, 4709, 207]"
4398,4398,Đam Rông,250,5,6,1,11.04,"[4605, 2766, 1507, 111, 3847]"
4399,4399,Đam Rông,250,15,9,1,6.52,"[536, 1886, 4057, 429, 368]"
4400,4400,Cát Tiên,108,7,11,1,6.6,"[130, 3297, 982, 4326, 1130]"
4401,4401,Bảo Lộc,114,15,8,1,12.07,"[804, 1889, 1998, 2613, 3674]"
4402,4402,Đức Trọng,137,15,10,1,5.25,"[3648, 1336, 3746, 1639, 3223]"
4403,4403,Đơn Dương,149,6,10,1,2.26,"[3457, 4675, 2070, 1019, 2008]"
4404,4404,Bảo Lâm,104,11,14,1,14.04,"[1441, 4081, 3869, 3222, 1847]"
4405,4405,Lâm Hà,194,15,11,1,6.03,"[2607, 1372, 4102, 4333, 4761]"
4406,4406,Đạ Tẻh,63,14,6,1,9.2,"[202, 1189, 2235, 1973, 1015]"
4407,4407,Đức Trọng,220,12,13,1,14.88,"[2454, 1785, 2643, 3896, 501]"
4408,4408,Đam Rông,201,10,11,1,7.16,"[2014, 4807, 1649, 4812, 4463]"
4409,4409,Bảo Lâm,218,12,7,1,9.78,"[3327, 311, 4227, 4830, 3965]"
4410,4410,Đà Lạt,242,5,13,1,12.12,"[1826, 3668, 3854, 3513, 1938]"
4411,4411,Cát Tiên,241,12,12,1,4.9,"[1746, 4322, 3108, 2541, 3744]"
4412,4412,Bảo Lâm,79,9,12,0,5.76,"[126, 1437, 4843, 4349, 4147]"
4413,4413,Đà Lạt,85,8,13,0,1.14,"[3927, 4827, 3472, 1547, 1079]"
4414,4414,Lâm Hà,71,6,5,1,5.48,"[2709, 2991, 2015, 4990, 818]"
4415,4415,Đà Lạt,115,9,8,0,3.39,"[1452, 2160, 4710, 1527, 4601]"
4416,4416,Lạc Dương,241,6,12,0,4.35,"[4969, 1088, 4922, 3623, 1788]"
4417,4417,Cát Tiên,171,7,11,0,6.77,"[1551, 4707, 3162, 4041, 3146]"
4418,4418,Cát Tiên,117,5,8,0,11.83,"[2219, 2392, 2940, 2993, 3214]"
4419,4419,Đạ Huoai,159,13,10,1,12.95,"[1610, 95, 483, 1653, 325]"
4420,4420,Di Linh,133,12,8,1,3.86,"[1033, 4928, 4951, 1844, 3999]"
4421,4421,Di Linh,149,5,14,1,3.85,"[4774, 283, 3667, 1195, 1800]"
4422,4422,Lâm Hà,53,13,13,1,5.92,"[4583, 66, 1921, 451, 915]"
4423,4423,Đà Lạt,123,14,8,0,13.52,"[4676, 4866, 2721, 1846, 4705]"
4424,4424,Di Linh,138,12,5,1,7.14,"[3855, 2608, 1659, 2617, 2223]"
4425,4425,Bảo Lâm,156,9,9,0,13.88,"[3894, 4946, 1724, 3054, 590]"
4426,4426,Đạ Huoai,98,13,15,1,8.99,"[2340, 1635, 3315, 2329, 4442]"
4427,4427,Cát Tiên,146,8,8,0,13.49,"[2380, 3905, 2392, 2993, 4418]"
4428,4428,Đà Lạt,172,7,15,1,10.64,"[1202, 2079, 2671, 3854, 4266]"
4429,4429,Lâm Hà,159,10,15,0,5.27,"[148, 4635, 3203, 94, 3606]"
4430,4430,Đức Trọng,127,7,15,1,11.1,"[875, 724, 4851, 805, 812]"
4431,4431,Đam Rông,209,11,11,0,1.72,"[3967, 1964, 601, 1576, 1586]"
4432,4432,Đam Rông,174,5,13,0,7.12,"[4042, 2352, 4615, 1460, 1493]"
4433,4433,Đà Lạt,73,7,15,0,5.66,"[1950, 3773, 147, 1645, 3927]"
4434,4434,Bảo Lâm,156,8,6,1,11.27,"[3965, 1252, 795, 3224, 4153]"
4435,4435,Đà Lạt,238,14,10,1,1.47,"[2234, 4459, 3309, 3402, 916]"
4436,4436,Bảo Lâm,127,15,9,1,13.93,"[1899, 312, 2460, 2775, 678]"
4437,4437,Đam Rông,82,8,5,0,3.29,"[206, 1367, 4184, 4242, 2656]"
4438,4438,Đà Lạt,53,10,8,1,12.41,"[2770, 3799, 354, 292, 190]"
4439,4439,Cát Tiên,177,15,7,0,9.16,"[467, 2853, 3139, 2673, 3065]"
4440,4440,Bảo Lộc,234,9,11,1,2.91,"[1422, 4686, 2645, 1167, 4915]"
4441,4441,Lâm Hà,166,14,15,1,10.64,"[4693, 3655, 784, 3750, 4761]"
4442,4442,Đạ Huoai,131,15,14,1,11.11,"[141, 1059, 1635, 6, 2340]"
4443,4443,Cát Tiên,117,14,11,0,14.43,"[3063, 9, 2354, 1319, 4178]"
4444,4444,Bảo Lâm,69,15,10,1,11.07,"[2759, 717, 3796, 4737, 312]"
4445,4445,Đức Trọng,183,15,8,1,2.08,"[3648, 3149, 1352, 3746, 273]"
4446,4446,Lạc Dương,231,15,12,1,14.55,"[339, 1570, 4114, 570, 3527]"
4447,4447,Lạc Dương,214,10,7,1,9.85,"[2044, 3588, 1970, 3321, 4163]"
4448,4448,Đà Lạt,122,14,12,1,2.71,"[3098, 359, 1763, 706, 4371]"
4449,4449,Đơn Dương,86,12,7,1,1.52,"[713, 2377, 873, 2979, 2094]"
4450,4450,Bảo Lâm,202,14,13,1,12.75,"[2856, 3539, 1357, 4878, 4863]"
4451,4451,Di Linh,109,10,15,1,12.22,"[1293, 928, 3590, 1567, 3871]"
4452,4452,Đam Rông,123,15,11,0,1.07,"[2882, 1586, 2749, 2084, 2947]"
4453,4453,Lạc Dương,161,12,10,1,9.26,"[2312, 302, 1095, 2265, 3527]"
4454,4454,Cát Tiên,55,5,8,1,13.06,"[1728, 3235, 2400, 2446, 2587]"
4455,4455,Di Linh,78,5,10,0,2.83,"[4323, 4799, 964, 2178, 3996]"
4456,4456,Đạ Tẻh,241,7,13,1,7.18,"[2912, 2835, 277, 1775, 3920]"
4457,4457,Bảo Lộc,58,12,11,0,2.13,"[4998, 2872, 4174, 4964, 42]"
4458,4458,Lạc Dương,195,5,12,1,4.18,"[4014, 498, 2953, 889, 4883]"
4459,4459,Đà Lạt,241,15,12,1,2.19,"[2234, 3309, 4435, 3402, 1073]"
4460,4460,Đạ Huoai,55,8,7,1,6.18,"[3163, 2850, 2542, 3154, 730]"
4461,4461,Đạ Tẻh,181,12,12,1,7.64,"[583, 1891, 2625, 70, 4483]"
4462,4462,Đức Trọng,170,8,15,1,4.36,"[3158, 2827, 4321, 2873, 4654]"
4463,4463,Đam Rông,178,8,11,1,8.48,"[1649, 3342, 1985, 4408, 1892]"
4464,4464,Lâm Hà,111,11,13,1,10.4,"[915, 1921, 4316, 772, 3634]"
4465,4465,Đơn Dương,146,5,9,0,4.04,"[4849, 1030, 3964, 4918, 1793]"
4466,4466,Đơn Dương,89,7,6,0,3.31,"[3827, 760, 1951, 1038, 2123]"
4467,4467,Lạc Dương,107,6,11,0,10.02,"[270, 2801, 2176, 4340, 4555]"
4468,4468,Đơn Dương,224,7,10,0,10.91,"[3130, 3277, 2065, 502, 2665]"
4469,4469,Đam Rông,102,15,14,1,2.52,"[3592, 1946, 1888, 2976, 227]"
4470,4470,Di Linh,241,6,12,1,11.3,"[2367, 4128, 450, 2902, 2075]"
4471,4471,Đam Rông,177,15,10,0,6.07,"[1186, 1438, 288, 2787, 533]"
4472,4472,Lạc Dương,181,10,14,1,2.23,"[877, 1222, 3860, 1523, 1498]"
4473,4473,Đức Trọng,106,8,10,1,5.64,"[4529, 4563, 534, 572, 631]"
4474,4474,Lạc Dương,237,6,6,0,7.44,"[3726, 3122, 674, 1634, 3791]"
4475,4475,Đam Rông,234,15,11,0,2.39,"[1715, 2947, 4471, 3967, 333]"
4476,4476,Bảo Lộc,131,12,13,0,5.11,"[3011, 4174, 2228, 2818, 3488]"
4477,4477,Lâm Hà,55,15,6,1,8.94,"[3661, 2095, 1136, 1601, 125]"
4478,4478,Đà Lạt,148,5,11,0,9.75,"[2890, 4384, 4522, 4785, 3028]"
4479,4479,Đạ Huoai,83,10,14,0,7.55,"[1091, 2036, 2527, 4026, 1581]"
4480,4480,Bảo Lâm,70,10,6,1,11.53,"[4157, 2572, 4153, 1984, 73]"
4481,4481,Lạc Dương,209,8,9,1,10.53,"[4163, 2044, 3588, 1095, 1310]"
4482,4482,Bảo Lâm,80,11,15,1,9.39,"[286, 4081, 2804, 4777, 4390]"
4483,4483,Đạ Tẻh,207,14,14,1,7.81,"[876, 1891, 583, 4700, 4461]"
4484,4484,Bảo Lâm,175,5,10,0,11.91,"[2553, 3009, 2887, 400, 49]"
4485,4485,Đam Rông,115,15,8,1,2.62,"[3469, 743, 1861, 2514, 4983]"
4486,4486,Bảo Lộc,141,14,15,1,0.8,"[4741, 3410, 1283, 3362, 1818]"
4487,4487,Di Linh,209,6,8,0,1.9,"[254, 669, 2005, 133, 3416]"
4488,4488,Đơn Dương,119,11,10,1,2.64,"[3316, 2094, 459, 2227, 64]"
4489,4489,Đơn Dương,76,5,9,1,5.79,"[3835, 1170, 1019, 3739, 3102]"
4490,4490,Đạ Huoai,220,9,10,1,13.91,"[4977, 4387, 1680, 1379, 276]"
4491,4491,Bảo Lộc,200,6,8,0,5.01,"[4289, 321, 754, 4687, 1114]"
4492,4492,Lạc Dương,76,6,11,1,6.36,"[1542, 214, 1699, 453, 3794]"
4493,4493,Đà Lạt,148,12,14,0,10.39,"[4259, 3664, 439, 4886, 1662]"
4494,4494,Cát Tiên,248,12,8,0,14.27,"[3652, 4850, 2681, 2881, 2353]"
4495,4495,Lạc Dương,173,8,5,1,7.27,"[3670, 970, 1572, 3958, 748]"
4496,4496,Đức Trọng,79,15,12,0,1.58,"[3989, 4110, 2083, 3491, 2879]"
4497,4497,Di Linh,222,6,6,1,12.36,"[4642, 1024, 127, 881, 1376]"
4498,4498,Lâm Hà,175,5,8,1,4.32,"[2735, 3519, 1206, 3409, 1063]"
4499,4499,Bảo Lộc,226,9,7,0,3.47,"[2250, 2678, 1708, 4558, 2058]"
4500,4500,Di Linh,52,8,11,1,11.28,"[3850, 1732, 2277, 553, 3973]"
4501,4501,Đà Lạt,66,8,8,0,10.48,"[2493, 295, 1765, 2102, 2317]"
4502,4502,Đức Trọng,86,12,14,0,12.16,"[4729, 3914, 3961, 1589, 4070]"
4503,4503,Đơn Dương,90,11,12,1,11.45,"[4166, 2927, 3915, 4521, 1144]"
4504,4504,Đức Trọng,173,12,8,0,3.34,"[4131, 4531, 3206, 2591, 1783]"
4505,4505,Lâm Hà,87,7,7,0,7.96,"[3665, 466, 101, 901, 2693]"
4506,4506,Cát Tiên,185,10,15,1,6.89,"[2026, 1794, 267, 662, 3692]"
4507,4507,Đơn Dương,184,10,5,0,10.2,"[2600, 2081, 3651, 558, 2233]"
4508,4508,Lạc Dương,61,5,5,0,4.47,"[345, 892, 4724, 4802, 2529]"
4509,4509,Đức Trọng,202,6,9,0,1.78,"[391, 3442, 555, 3838, 4991]"
4510,4510,Cát Tiên,57,8,11,1,5.63,"[1418, 3027, 4239, 4400, 2003]"
4511,4511,Đạ Tẻh,247,14,10,1,11.27,"[3273, 70, 4722, 1100, 412]"
4512,4512,Đà Lạt,107,6,10,1,3.75,"[837, 4659, 2539, 1478, 1385]"
4513,4513,Bảo Lâm,178,13,12,1,2.85,"[1501, 160, 2784, 361, 3776]"
4514,4514,Di Linh,80,5,9,0,13.06,"[2544, 1578, 3857, 3986, 376]"
4515,4515,Bảo Lộc,185,9,8,0,10.76,"[220, 2338, 1114, 3624, 1000]"
4516,4516,Lạc Dương,111,9,10,0,9.82,"[1005, 2801, 1133, 4555, 576]"
4517,4517,Lâm Hà,131,6,5,0,13.03,"[901, 728, 363, 3571, 4607]"
4518,4518,Di Linh,82,10,9,1,1.54,"[2242, 3407, 924, 1670, 1033]"
4519,4519,Đức Trọng,130,7,7,1,11.68,"[1604, 1049, 4840, 4720, 1031]"
4520,4520,Đam Rông,227,7,6,0,4.45,"[933, 2687, 1809, 1301, 351]"
4521,4521,Đơn Dương,108,10,11,1,14.52,"[2927, 4800, 4166, 4503, 1588]"
4522,4522,Đà Lạt,160,8,11,0,10.26,"[2207, 4478, 1662, 2890, 1770]"
4523,4523,Lâm Hà,93,13,14,0,14.69,"[3395, 3633, 2479, 2128, 4622]"
4524,4524,Đạ Tẻh,250,13,8,1,3.78,"[3305, 2626, 716, 547, 1344]"
4525,4525,Đơn Dương,97,11,6,1,10.77,"[3669, 2620, 496, 1647, 473]"
4526,4526,Bảo Lộc,51,11,14,1,2.99,"[458, 3752, 1025, 3410, 3156]"
4527,4527,Bảo Lâm,121,13,10,1,7.47,"[2305, 931, 1258, 3796, 4094]"
4528,4528,Bảo Lâm,149,14,14,1,10.76,"[3975, 1590, 2760, 2856, 2804]"
4529,4529,Đức Trọng,71,7,11,1,5.19,"[4885, 4473, 631, 4218, 2333]"
4530,4530,Đơn Dương,131,12,8,1,5.71,"[2134, 588, 2351, 3636, 2227]"
4531,4531,Đức Trọng,152,12,9,0,1.91,"[4504, 3206, 3419, 977, 4131]"
4532,4532,Đà Lạt,79,12,14,1,1.67,"[1763, 3000, 3098, 893, 1359]"
4533,4533,Đam Rông,108,12,12,0,14.16,"[3598, 2923, 2796, 1585, 1218]"
4534,4534,Bảo Lộc,173,11,7,0,4.99,"[954, 780, 1708, 726, 3325]"
4535,4535,Bảo Lộc,88,6,11,0,6.03,"[863, 2147, 2851, 4022, 910]"
4536,4536,Đức Trọng,65,13,10,0,11.93,"[3237, 3961, 682, 3258, 4103]"
4537,4537,Di Linh,81,13,15,1,3.47,"[2799, 3543, 1839, 4694, 445]"
4538,4538,Cát Tiên,84,8,13,1,14.52,"[195, 4134, 2033, 1326, 2596]"
4539,4539,Di Linh,95,11,9,1,12.19,"[1374, 3344, 1732, 1916, 4935]"
4540,4540,Di Linh,100,9,13,0,7.14,"[4137, 1086, 2480, 2059, 4257]"
4541,4541,Đạ Huoai,193,10,15,0,10.58,"[1128, 3673, 4646, 3918, 2103]"
4542,4542,Đam Rông,189,9,5,1,8.29,"[3784, 1974, 340, 962, 4992]"
4543,4543,Di Linh,165,14,13,0,5.27,"[3335, 1561, 3804, 1472, 1665]"
4544,4544,Đơn Dương,128,10,6,0,13.44,"[3148, 2432, 155, 1072, 2081]"
4545,4545,Di Linh,172,10,12,1,1.87,"[4924, 2899, 2950, 1195, 3743]"
4546,4546,Đạ Huoai,89,14,11,1,7.03,"[1865, 2068, 4809, 2329, 4752]"
4547,4547,Đam Rông,108,5,15,1,1.71,"[50, 4901, 3683, 3980, 1389]"
4548,4548,Lạc Dương,138,5,6,0,4.65,"[345, 4724, 4233, 2563, 174]"
4549,4549,Bảo Lộc,176,9,15,1,2.49,"[2073, 4076, 635, 4915, 3362]"
4550,4550,Đạ Tẻh,159,6,8,1,5.65,"[2588, 3290, 1853, 2930, 1600]"
4551,4551,Đạ Tẻh,234,6,15,1,3.65,"[1842, 3950, 1489, 4456, 1058]"
4552,4552,Đà Lạt,97,13,9,1,12.35,"[3799, 161, 260, 2357, 3233]"
4553,4553,Bảo Lâm,191,7,7,0,1.45,"[4691, 1579, 3584, 493, 4662]"
4554,4554,Đơn Dương,83,15,7,1,4.29,"[873, 825, 4560, 4372, 2979]"
4555,4555,Lạc Dương,98,8,10,0,7.72,"[2801, 4965, 4516, 2443, 322]"
4556,4556,Đơn Dương,106,8,13,1,1.02,"[2080, 4267, 2008, 4358, 4675]"
4557,4557,Lạc Dương,108,5,14,1,9.97,"[1926, 3025, 3420, 4758, 2078]"
4558,4558,Bảo Lộc,206,9,6,0,5.67,"[1708, 4499, 2678, 3624, 2250]"
4559,4559,Đơn Dương,240,5,14,0,11.57,"[2609, 3425, 3165, 1085, 1159]"
4560,4560,Đơn Dương,54,14,9,1,5.38,"[1119, 873, 2435, 4554, 2979]"
4561,4561,Đơn Dương,232,5,12,1,4.66,"[3306, 2911, 4582, 2841, 2467]"
4562,4562,Lâm Hà,146,8,13,1,5.8,"[598, 808, 1268, 3542, 3985]"
4563,4563,Đức Trọng,143,7,10,1,7.65,"[3213, 2328, 4720, 138, 4473]"
4564,4564,Đà Lạt,133,15,14,0,14.56,"[1772, 1528, 1394, 1334, 4388]"
4565,4565,Lạc Dương,211,13,15,1,8.26,"[1560, 2091, 3199, 2817, 548]"
4566,4566,Đạ Huoai,111,12,9,0,10.61,"[3343, 291, 3760, 3577, 1894]"
4567,4567,Di Linh,171,14,9,0,2.74,"[2284, 3022, 4649, 2182, 2910]"
4568,4568,Lạc Dương,181,5,6,1,7.22,"[748, 384, 3886, 3124, 1572]"
4569,4569,Đam Rông,106,5,7,1,3.25,"[2550, 2442, 1811, 303, 4813]"
4570,4570,Lâm Hà,199,12,13,0,12.98,"[1611, 567, 675, 4023, 1476]"
4571,4571,Đà Lạt,212,14,6,0,4.17,"[1483, 1176, 1845, 3352, 2593]"
4572,4572,Lạc Dương,163,15,7,0,12.17,"[309, 78, 34, 1172, 1545]"
4573,4573,Đơn Dương,130,15,11,1,12.86,"[4313, 1961, 1588, 1593, 2125]"
4574,4574,Bảo Lộc,88,8,13,0,13.88,"[610, 1304, 1084, 221, 922]"
4575,4575,Đạ Huoai,127,6,7,1,4.24,"[1855, 2542, 5, 1479, 998]"
4576,4576,Bảo Lộc,142,10,12,0,4.3,"[3011, 4476, 2934, 3488, 11]"
4577,4577,Đạ Tẻh,185,5,9,0,4.06,"[3532, 1999, 4118, 3208, 1761]"
4578,4578,Bảo Lộc,202,13,7,1,12.06,"[958, 4332, 3095, 479, 586]"
4579,4579,Đạ Huoai,155,7,13,0,9.19,"[3050, 3283, 181, 1740, 4638]"
4580,4580,Đạ Tẻh,61,6,6,1,2.46,"[1448, 1506, 711, 4302, 1664]"
4581,4581,Đạ Tẻh,156,10,6,0,11.76,"[2505, 2371, 1160, 3559, 2002]"
4582,4582,Đơn Dương,240,6,12,1,8.66,"[2843, 3306, 4561, 1767, 3929]"
4583,4583,Lâm Hà,82,12,13,1,5.26,"[4422, 1921, 3608, 3008, 1477]"
4584,4584,Bảo Lộc,132,5,12,0,1.09,"[4888, 2093, 1744, 1977, 4022]"
4585,4585,Đam Rông,115,12,6,0,14.29,"[3600, 428, 344, 2605, 4858]"
4586,4586,Đạ Huoai,129,10,11,0,3.21,"[2393, 2064, 1272, 170, 3357]"
4587,4587,Đam Rông,104,6,13,0,13.0,"[2067, 4121, 557, 4291, 1920]"
4588,4588,Đà Lạt,173,14,13,0,4.12,"[4611, 2130, 2634, 809, 579]"
4589,4589,Bảo Lộc,116,14,11,1,14.03,"[1673, 1350, 3170, 804, 3816]"
4590,4590,Đam Rông,245,14,9,0,7.56,"[288, 4893, 3145, 1438, 1550]"
4591,4591,Đạ Huoai,131,9,15,0,4.41,"[1675, 170, 1091, 3918, 255]"
4592,4592,Đà Lạt,142,11,11,1,4.92,"[2098, 51, 2473, 359, 2628]"
4593,4593,Lạc Dương,55,13,8,1,10.47,"[929, 4773, 516, 845, 1002]"
4594,4594,Đam Rông,183,9,5,0,13.32,"[4342, 2908, 272, 857, 1900]"
4595,4595,Đạ Tẻh,150,13,14,1,14.27,"[2381, 4719, 2670, 4193, 1808]"
4596,4596,Lạc Dương,116,11,12,0,5.32,"[4597, 2056, 102, 2803, 1953]"
4597,4597,Lạc Dương,87,9,13,0,5.03,"[2366, 2443, 8, 3898, 4596]"
4598,4598,Cát Tiên,92,11,10,1,8.24,"[1277, 3618, 2003, 4239, 882]"
4599,4599,Đơn Dương,99,5,8,0,1.41,"[2123, 2497, 1038, 1951, 760]"
4600,4600,Bảo Lâm,182,7,9,1,14.06,"[3421, 2560, 2177, 271, 3800]"
4601,4601,Đà Lạt,90,10,7,0,5.46,"[4710, 1452, 3609, 4415, 1527]"
4602,4602,Bảo Lâm,149,11,11,0,3.49,"[317, 3496, 703, 4874, 2891]"
4603,4603,Đam Rông,68,8,8,1,13.32,"[2183, 2190, 274, 1284, 3521]"
4604,4604,Bảo Lộc,107,9,6,1,0.94,"[620, 4160, 2762, 515, 3759]"
4605,4605,Đam Rông,237,6,7,1,9.8,"[2766, 4398, 111, 1507, 3847]"
4606,4606,Di Linh,167,5,15,0,13.37,"[3403, 2705, 1883, 4792, 2146]"
4607,4607,Lâm Hà,143,9,7,0,13.21,"[4801, 4653, 435, 2738, 2154]"
4608,4608,Bảo Lâm,213,7,9,1,2.16,"[4393, 4366, 3138, 3574, 681]"
4609,4609,Lạc Dương,225,12,11,1,10.88,"[1789, 2265, 1095, 548, 1570]"
4610,4610,Đơn Dương,117,5,8,1,1.25,"[3457, 4403, 1019, 2070, 3102]"
4611,4611,Đà Lạt,150,14,14,0,4.81,"[4588, 4747, 809, 579, 2661]"
4612,4612,Đạ Tẻh,207,8,5,1,8.98,"[245, 2020, 3660, 4308, 2654]"
4613,4613,Đà Lạt,106,14,14,1,7.96,"[1232, 853, 3262, 3942, 1979]"
4614,4614,Bảo Lâm,65,7,15,0,12.57,"[2299, 4349, 2622, 2054, 3299]"
4615,4615,Đam Rông,146,7,14,0,5.38,"[4042, 2663, 1226, 1460, 672]"
4616,4616,Lâm Hà,217,5,9,0,2.37,"[2375, 2195, 3654, 3662, 1682]"
4617,4617,Đam Rông,180,13,14,0,8.61,"[3897, 950, 4374, 3727, 2263]"
4618,4618,Cát Tiên,117,11,11,0,3.28,"[4054, 1173, 2484, 2192, 323]"
4619,4619,Đam Rông,65,11,5,0,12.38,"[495, 344, 1419, 3600, 4858]"
4620,4620,Đà Lạt,95,11,5,0,10.97,"[1936, 1765, 3609, 196, 1846]"
4621,4621,Bảo Lộc,173,14,10,0,7.73,"[966, 3992, 3807, 971, 3182]"
4622,4622,Lâm Hà,84,12,14,0,9.89,"[1565, 3395, 2436, 3443, 4523]"
