id,region,area_by_m2,width_of_facade,width_of_road,is_legal,price
01806,Lạc Dương,242,11,5,1,6.56
01807,Đức Trọng,99,14,8,0,6.11
01808,Đạ Tẻh,154,11,15,1,12.5
01809,Đam Rông,200,7,8,0,2.56
01810,Đạ Tẻh,127,9,6,0,3.71
01811,Đam Rông,148,7,6,1,4.92
01812,Đức Trọng,50,6,14,0,8.84
01813,Di Linh,155,5,7,1,11.01
01814,Bảo Lộc,187,13,12,0,1.09
01815,Đam Rông,240,5,7,1,4.11
01816,Đức Trọng,91,5,8,0,14.16
01817,Đơn Dương,110,8,15,1,7.95
01818,Bảo Lộc,192,12,13,1,2.76
01819,Đạ Tẻh,73,9,12,0,9.03
01820,Đam Rông,244,5,13,1,10.78
01821,Đức Trọng,226,9,11,1,2.61
01822,Lạc Dương,152,9,14,1,11.9
01823,Đà Lạt,148,6,15,1,2.86
01824,Bảo Lộc,79,7,15,1,5.36
01825,Đạ Huoai,84,15,5,0,14.73
01826,Đà Lạt,237,6,12,1,11.17
01827,Đạ Tẻh,217,5,14,0,6.18
01828,Cát Tiên,140,13,7,0,3.46
01829,Cát Tiên,121,15,15,0,7.0
01830,Lâm Hà,61,11,6,0,4.54
01831,Đức Trọng,60,11,6,0,10.84
01832,Đam Rông,95,14,11,1,8.94
01833,Đạ Tẻh,57,11,15,0,14.42
01834,Đạ Tẻh,138,6,12,0,3.51
01835,Di Linh,145,8,5,0,5.31
01836,Đức Trọng,246,11,10,1,10.37
01837,Di Linh,119,14,11,1,13.22
01838,Đạ Huoai,80,6,5,0,3.59
01839,Di Linh,133,14,15,1,2.88
01840,Lạc Dương,213,13,12,0,1.12
01841,Cát Tiên,158,5,6,0,4.25
01842,Đạ Tẻh,231,7,15,1,2.11
01843,Lạc Dương,96,7,7,1,1.02
01844,Di Linh,127,13,8,1,1.88
01845,Đà Lạt,222,15,7,0,2.34
01846,Đà Lạt,118,12,7,0,13.87
01847,Bảo Lâm,91,12,11,1,14.79
01848,Đức Trọng,218,15,13,1,2.8
01849,Đạ Huoai,236,14,5,0,7.49
01850,Lâm Hà,96,12,10,1,6.32
01851,Bảo Lâm,165,13,15,1,1.38
01852,Đạ Tẻh,179,6,13,0,11.54
01853,Đạ Tẻh,157,5,9,1,6.43
01854,Di Linh,103,5,8,1,11.49
01855,Đạ Huoai,117,5,5,1,4.88
01856,Lâm Hà,237,10,14,1,8.89
01857,Đạ Tẻh,239,14,12,0,11.64
01858,Lạc Dương,238,7,14,1,9.15
01859,Đam Rông,174,13,13,0,13.51
01860,Di Linh,203,12,15,1,4.92
01861,Đam Rông,150,14,9,1,4.29
01862,Cát Tiên,218,10,14,0,6.55
01863,Di Linh,218,9,15,0,7.51
01864,Lạc Dương,191,11,5,0,6.69
01865,Đạ Huoai,105,14,11,1,4.47
01866,Cát Tiên,245,15,7,1,6.39
01867,Đà Lạt,238,7,5,0,4.61
01868,Đam Rông,229,13,14,1,14.79
01869,Di Linh,145,9,9,1,9.81
01870,Di Linh,144,11,9,1,7.84
01871,Đơn Dương,88,11,15,1,7.74
01872,Bảo Lộc,245,15,15,0,10.0
01873,Lâm Hà,63,8,12,1,14.05
01874,Bảo Lộc,164,11,12,1,4.3
01875,Đạ Tẻh,97,15,14,0,3.89
01876,Bảo Lộc,193,12,15,1,12.23
01877,Cát Tiên,172,11,7,1,9.22
01878,Đức Trọng,216,11,7,0,1.27
01879,Lâm Hà,69,5,13,0,2.11
01880,Bảo Lộc,140,10,13,0,14.75
01881,Đam Rông,181,10,8,0,7.96
01882,Đạ Huoai,153,11,12,1,0.81
01883,Di Linh,201,7,15,0,14.32
01884,Lạc Dương,194,6,8,1,14.46
01885,Đam Rông,204,9,13,1,1.93
01886,Đam Rông,229,14,7,1,7.01
01887,Đức Trọng,119,6,5,0,3.45
01888,Đam Rông,70,13,13,1,3.87
01889,Bảo Lộc,143,14,7,1,13.15
01890,Đạ Tẻh,136,11,5,1,8.35
01891,Đạ Tẻh,159,14,13,1,7.64
01892,Đam Rông,162,6,11,1,10.38
01893,Đạ Huoai,236,9,13,0,14.26
01894,Đạ Huoai,135,11,11,0,12.67
01895,Cát Tiên,218,5,10,0,12.14
01896,Lâm Hà,183,15,14,0,8.28
01897,Đạ Huoai,235,14,14,1,4.03
01898,Lâm Hà,112,6,6,1,0.91
01899,Bảo Lâm,130,14,8,1,12.76
01900,Đam Rông,194,12,5,0,13.1
01901,Lâm Hà,83,8,15,0,3.22
01902,Lâm Hà,195,6,9,0,14.27
01903,Cát Tiên,186,13,12,1,10.66
01904,Đức Trọng,150,13,7,1,10.23
01905,Đam Rông,121,12,13,1,12.63
01906,Đam Rông,215,6,11,1,12.98
01907,Cát Tiên,221,12,7,1,14.87
01908,Đạ Tẻh,230,10,14,1,8.01
01909,Đạ Huoai,91,14,13,0,11.58
01910,Lạc Dương,239,9,15,0,11.64
01911,Bảo Lâm,188,5,13,0,4.59
01912,Đạ Tẻh,74,14,11,0,6.65
01913,Bảo Lâm,72,6,14,1,10.46
01914,Bảo Lâm,50,9,10,1,8.79
01915,Lâm Hà,196,11,7,1,9.51
01916,Di Linh,113,10,10,1,9.23
01917,Đức Trọng,54,6,14,0,2.26
01918,Lạc Dương,88,5,8,1,11.29
01919,Bảo Lộc,211,6,14,0,3.83
01920,Đam Rông,110,8,15,0,12.96
01921,Lâm Hà,102,11,13,1,7.67
01922,Di Linh,69,11,6,1,11.19
01923,Đức Trọng,183,12,5,0,2.98
01924,Bảo Lâm,94,11,15,0,10.79
01925,Lâm Hà,164,12,9,0,10.75
01926,Lạc Dương,132,5,14,1,7.59
01927,Di Linh,59,12,11,0,2.09
01928,Đam Rông,59,12,5,1,14.91
01929,Lạc Dương,245,10,5,0,8.5
01930,Đạ Huoai,214,8,5,1,11.23
01931,Đức Trọng,203,15,5,0,3.97
01932,Bảo Lộc,140,6,6,1,1.89
01933,Bảo Lộc,85,10,10,1,7.93
01934,Đà Lạt,89,7,15,1,14.9
01935,Cát Tiên,62,13,8,0,2.66
01936,Đà Lạt,91,12,7,0,9.08
01937,Đạ Huoai,105,9,9,1,6.79
01938,Đà Lạt,196,6,12,1,13.99
01939,Bảo Lâm,124,11,12,1,5.01
01940,Đức Trọng,229,13,5,0,4.56
01941,Cát Tiên,189,8,12,1,5.24
01942,Đam Rông,176,14,11,1,14.29
01943,Đạ Huoai,57,6,5,0,3.2
01944,Di Linh,221,14,6,0,14.48
01945,Đạ Huoai,70,7,5,0,1.13
01946,Đam Rông,50,15,14,1,2.68
01947,Bảo Lâm,107,14,12,1,13.55
01948,Đơn Dương,60,10,7,1,13.55
01949,Đà Lạt,241,15,8,0,14.32
01950,Đà Lạt,71,8,15,0,8.18
01951,Đơn Dương,122,7,7,0,3.55
01952,Đà Lạt,57,5,6,0,7.75
01953,Lạc Dương,84,12,14,0,3.03
01954,Đạ Tẻh,150,11,11,0,2.98
01955,Đơn Dương,223,7,15,1,12.78
01956,Bảo Lộc,168,11,7,1,2.84
01957,Đạ Tẻh,244,5,5,1,9.05
01958,Đạ Tẻh,135,9,14,1,5.14
01959,Đức Trọng,110,12,6,1,11.93
01960,Bảo Lộc,231,13,6,0,9.66
01961,Đơn Dương,120,13,10,1,14.17
01962,Bảo Lâm,221,15,5,0,5.47
01963,Cát Tiên,145,9,14,0,8.98
01964,Đam Rông,199,11,11,0,5.19
01965,Di Linh,184,7,9,1,1.32
01966,Đơn Dương,76,7,8,0,14.24
01967,Đức Trọng,183,10,14,1,8.13
01968,Đà Lạt,188,12,5,1,10.7
01969,Đạ Tẻh,181,11,12,0,6.77
01970,Lạc Dương,189,11,7,1,7.57
01971,Bảo Lâm,235,8,5,1,1.18
01972,Đức Trọng,162,9,15,0,12.97
01973,Đạ Tẻh,103,15,8,1,8.08
01974,Đam Rông,204,10,7,1,8.4
01975,Di Linh,187,11,6,1,12.58
01976,Bảo Lộc,58,6,12,1,9.38
01977,Bảo Lộc,151,7,10,0,1.03
01978,Bảo Lộc,63,7,12,1,5.76
01979,Đà Lạt,131,12,14,1,10.18
01980,Đạ Huoai,158,11,7,0,7.67
01981,Lâm Hà,197,15,11,0,13.82
01982,Đơn Dương,228,5,12,0,6.35
01983,Đức Trọng,111,15,7,0,8.64
01984,Bảo Lâm,52,12,7,1,13.36
01985,Đam Rông,183,8,11,1,11.73
01986,Đà Lạt,71,6,6,0,14.15
01987,Cát Tiên,221,5,14,0,14.4
01988,Đam Rông,131,11,15,0,5.13
01989,Đơn Dương,127,14,10,0,1.43
01990,Lạc Dương,166,6,15,1,6.87
01991,Đạ Tẻh,114,12,15,0,5.26
01992,Đạ Huoai,133,12,15,0,2.21
01993,Đạ Tẻh,95,10,15,1,6.37
01994,Đam Rông,127,8,9,0,1.98
01995,Bảo Lộc,178,10,14,0,10.43
01996,Đức Trọng,236,11,7,1,5.85
01997,Đơn Dương,110,11,6,0,3.89
01998,Bảo Lộc,86,15,8,1,14.98
01999,Đạ Tẻh,211,6,9,0,6.53
02000,Bảo Lộc,127,8,9,1,5.17
02001,Bảo Lộc,230,12,6,0,11.54
02002,Đạ Tẻh,202,9,8,0,13.04
02003,Cát Tiên,72,9,10,1,9.06
02004,Đạ Tẻh,73,6,6,0,6.94
02005,Di Linh,196,8,6,0,2.26
02006,Bảo Lộc,56,6,15,1,7.33
02007,Đơn Dương,242,5,8,0,6.27
02008,Đơn Dương,104,7,11,1,2.4
02009,Lạc Dương,61,14,7,0,11.27
02010,Lạc Dương,110,5,6,1,12.17
02011,Đạ Tẻh,243,13,12,1,2.04
02012,Đạ Huoai,184,13,5,0,11.47
02013,Di Linh,205,7,14,0,4.38
02014,Đam Rông,200,10,11,1,4.87
02015,Lâm Hà,109,5,5,1,6.55
02016,Lâm Hà,122,14,8,0,14.22
02017,Di Linh,133,14,7,1,11.71
02018,Đà Lạt,96,9,10,1,5.57
02019,Đạ Tẻh,51,7,8,1,13.48
02020,Đạ Tẻh,223,8,7,1,7.52
02021,Di Linh,84,10,14,1,3.25
02022,Đam Rông,76,8,11,1,12.64
02023,Bảo Lộc,201,11,10,1,5.5
02024,Lạc Dương,105,14,10,0,7.98
02025,Đạ Tẻh,201,7,8,1,2.51
02026,Cát Tiên,221,10,15,1,8.46
02027,Đức Trọng,85,12,11,1,14.45
02028,Bảo Lộc,136,11,13,0,14.37
02029,Cát Tiên,86,15,13,0,3.42
02030,Bảo Lâm,111,6,8,0,10.66
02031,Cát Tiên,147,11,6,1,11.45
02032,Bảo Lâm,138,12,5,0,6.03
02033,Cát Tiên,114,8,15,1,12.63
02034,Lạc Dương,128,10,5,1,5.38
02035,Đạ Tẻh,119,5,9,1,7.51
02036,Đạ Huoai,115,10,14,0,10.01
02037,Đạ Tẻh,245,5,11,1,3.82
02038,Lạc Dương,189,14,11,0,4.25
02039,Di Linh,217,9,10,1,6.17
02040,Đức Trọng,166,13,8,1,10.72
02041,Lạc Dương,130,7,10,1,4.76
02042,Bảo Lộc,53,7,7,1,12.58
02043,Đơn Dương,86,13,13,0,14.51
02044,Lạc Dương,213,8,7,1,9.48
02045,Đà Lạt,206,7,15,0,7.5
02046,Đức Trọng,129,9,8,0,14.03
02047,Đơn Dương,82,7,14,0,7.3
02048,Bảo Lâm,240,15,8,0,12.44
02049,Lạc Dương,194,10,10,1,1.75
02050,Đam Rông,239,12,14,1,1.16
02051,Đơn Dương,89,13,15,0,2.41
02052,Di Linh,164,14,15,1,13.9
02053,Đức Trọng,141,12,6,1,14.61
02054,Bảo Lâm,108,7,12,0,13.57
02055,Lâm Hà,137,12,11,0,5.27
02056,Lạc Dương,85,13,11,0,6.3
02057,Đạ Tẻh,215,13,7,1,12.17
02058,Bảo Lộc,236,9,9,0,4.16
02059,Di Linh,63,8,13,0,10.45
02060,Đạ Tẻh,103,12,15,1,12.93
02061,Bảo Lộc,158,7,5,0,1.73
02062,Đơn Dương,247,13,15,0,11.85
02063,Bảo Lộc,87,9,11,1,12.17
02064,Đạ Huoai,161,9,10,0,5.48
02065,Đơn Dương,239,6,9,0,8.42
02066,Đà Lạt,246,11,13,0,7.31
02067,Đam Rông,103,7,13,0,11.92
02068,Đạ Huoai,105,15,9,1,7.25
02069,Cát Tiên,167,7,15,0,6.44
02070,Đơn Dương,170,6,9,1,3.58
02071,Cát Tiên,134,8,12,1,3.09
02072,Lạc Dương,245,8,6,1,7.79
02073,Bảo Lộc,213,9,15,1,2.8
02074,Đơn Dương,234,8,14,1,5.5
02075,Di Linh,244,6,15,1,10.65
02076,Đạ Tẻh,243,13,13,1,1.75
02077,Đức Trọng,193,9,8,1,6.81
02078,Lạc Dương,60,5,15,1,9.95
02079,Đà Lạt,202,9,14,1,9.43
02080,Đơn Dương,89,8,14,1,1.17
02081,Đơn Dương,168,11,5,0,11.57
02082,Bảo Lộc,88,5,12,0,13.04
02083,Đức Trọng,98,15,15,0,1.06
02084,Đam Rông,126,12,12,0,1.38
02085,Đà Lạt,194,12,5,1,1.85
02086,Lâm Hà,189,6,5,0,2.86
02087,Bảo Lâm,239,11,12,0,2.11
02088,Đà Lạt,238,11,15,1,3.78
02089,Lâm Hà,108,14,12,1,9.54
02090,Bảo Lâm,63,15,5,0,14.38
02091,Lạc Dương,181,11,14,1,7.98
02092,Cát Tiên,84,15,11,0,8.8
02093,Bảo Lộc,99,6,14,0,1.22
02094,Đơn Dương,103,10,9,1,1.37
02095,Lâm Hà,100,15,5,1,9.91
02096,Di Linh,143,15,5,0,12.74
02097,Lâm Hà,92,6,9,0,12.83
02098,Đà Lạt,121,11,11,1,4.63
02099,Đà Lạt,241,13,12,0,7.05
02100,Đạ Tẻh,201,7,13,0,11.67
02101,Cát Tiên,175,9,11,1,4.18
02102,Đà Lạt,90,5,8,0,10.85
02103,Đạ Huoai,249,12,15,0,9.8
02104,Lạc Dương,99,10,5,1,2.61
02105,Đạ Tẻh,169,9,8,1,4.0
02106,Lạc Dương,126,15,13,1,1.53
02107,Đạ Huoai,115,14,8,1,4.21
02108,Đam Rông,57,13,5,0,7.51
02109,Đạ Tẻh,83,12,13,0,7.77
02110,Lạc Dương,217,14,13,0,9.34
02111,Đức Trọng,147,9,6,1,8.83
02112,Lâm Hà,181,9,5,1,1.29
02113,Đà Lạt,61,7,12,0,7.23
02114,Đơn Dương,58,11,9,0,9.29
02115,Đà Lạt,198,12,8,0,11.64
02116,Bảo Lộc,109,11,5,0,13.71
02117,Đơn Dương,135,9,5,0,3.39
02118,Đạ Tẻh,98,9,7,1,7.97
02119,Cát Tiên,135,12,6,1,1.37
02120,Đạ Tẻh,247,9,14,0,8.47
02121,Đạ Tẻh,197,11,15,1,3.31
02122,Đà Lạt,168,8,7,0,2.23
02123,Đơn Dương,101,6,6,0,1.01
02124,Đạ Huoai,143,15,7,1,8.13
02125,Đơn Dương,169,13,12,1,14.94
02126,Đức Trọng,241,15,8,1,8.79
02127,Đam Rông,197,15,7,0,9.17
02128,Lâm Hà,52,15,15,0,12.49
02129,Bảo Lâm,60,5,5,0,13.7
02130,Đà Lạt,210,13,13,0,4.83
02131,Cát Tiên,183,14,15,1,6.24
02132,Lạc Dương,207,12,13,0,7.18
02133,Đam Rông,198,8,7,1,14.26
02134,Đơn Dương,143,13,9,1,6.64
02135,Lâm Hà,165,15,7,1,10.15
02136,Đức Trọng,60,7,5,0,7.09
02137,Lạc Dương,231,5,15,1,3.5
02138,Lạc Dương,90,8,15,1,9.64
02139,Bảo Lộc,224,8,6,1,14.49
02140,Đạ Huoai,50,8,11,1,3.71
02141,Lâm Hà,104,6,8,1,7.5
02142,Bảo Lâm,241,11,11,0,3.97
02143,Đơn Dương,63,13,7,0,2.95
02144,Đam Rông,137,15,13,0,8.62
02145,Đơn Dương,76,12,15,1,6.09
02146,Di Linh,168,8,14,0,13.47
02147,Bảo Lộc,69,6,12,0,3.98
02148,Bảo Lộc,215,14,11,1,3.55
02149,Cát Tiên,233,15,15,1,1.0
02150,Đức Trọng,121,5,6,1,5.05
02151,Đam Rông,158,8,7,0,1.18
02152,Bảo Lộc,197,10,15,0,8.47
02153,Lâm Hà,195,7,5,0,5.23
02154,Lâm Hà,111,9,8,0,10.82
02155,Bảo Lâm,223,9,15,1,14.03
02156,Bảo Lâm,67,7,5,1,4.73
02157,Đức Trọng,95,7,14,1,2.83
02158,Đạ Huoai,198,8,9,0,8.52
02159,Cát Tiên,94,13,8,1,12.17
02160,Đà Lạt,115,9,8,0,2.29
02161,Đạ Tẻh,137,11,15,0,1.22
02162,Đà Lạt,140,11,10,1,1.17
02163,Di Linh,212,5,14,1,1.45
02164,Đạ Tẻh,71,7,12,0,10.66
02165,Lạc Dương,92,14,12,0,9.66
02166,Đà Lạt,216,5,11,0,13.76
02167,Đạ Tẻh,181,10,5,1,2.76
02168,Đơn Dương,66,6,8,0,5.53
02169,Đạ Huoai,87,8,13,0,11.7
02170,Đơn Dương,78,15,13,0,8.08
02171,Cát Tiên,242,7,14,1,4.85
02172,Đà Lạt,169,5,13,0,2.73
02173,Đam Rông,58,10,14,1,9.57
02174,Bảo Lâm,69,6,7,1,6.6
02175,Đức Trọng,197,12,15,1,6.03
02176,Lạc Dương,105,6,12,0,7.2
02177,Bảo Lâm,223,6,10,1,14.43
02178,Di Linh,103,7,10,0,3.91
02179,Cát Tiên,224,12,14,0,12.55
02180,Đạ Tẻh,111,8,6,1,6.09
02181,Bảo Lâm,70,13,8,1,4.72
02182,Di Linh,224,14,10,0,2.4
02183,Đam Rông,88,7,9,1,12.85
02184,Đơn Dương,217,7,6,1,9.82
02185,Lạc Dương,161,11,15,1,13.66
02186,Đạ Huoai,133,15,13,0,7.3
02187,Di Linh,66,5,6,1,14.83
02188,Đơn Dương,241,8,6,0,9.48
02189,Lâm Hà,198,9,10,1,1.48
02190,Đam Rông,107,7,8,1,13.93
02191,Bảo Lộc,63,5,14,1,10.0
02192,Cát Tiên,154,9,11,0,1.85
02193,Lạc Dương,219,10,13,0,4.89
02194,Lâm Hà,103,5,11,0,3.33
02195,Lâm Hà,249,5,10,0,1.69
02196,Đơn Dương,99,8,9,0,12.16
02197,Lâm Hà,143,13,12,0,7.23
02198,Đơn Dương,185,5,9,1,9.2
02199,Đức Trọng,192,15,11,0,5.68
02200,Bảo Lâm,102,8,10,1,9.66
02201,Lạc Dương,187,7,9,0,2.61
02202,Đạ Tẻh,144,12,11,0,1.49
02203,Bảo Lộc,63,6,5,1,4.87
02204,Cát Tiên,190,14,10,1,1.22
02205,Bảo Lâm,68,13,13,0,8.34
02206,Cát Tiên,61,13,6,0,1.38
02207,Đà Lạt,195,8,12,0,12.77
02208,Lạc Dương,62,8,11,1,1.27
02209,Đà Lạt,175,15,6,0,6.83
02210,Bảo Lộc,116,12,5,1,6.57
02211,Lạc Dương,106,10,11,0,0.88
02212,Cát Tiên,199,12,9,1,10.15
02213,Đam Rông,144,12,9,1,12.45
02214,Cát Tiên,210,8,7,1,3.1
02215,Cát Tiên,250,7,15,0,13.92
02216,Đam Rông,100,14,13,0,8.53
02217,Đạ Huoai,175,7,9,1,7.6
02218,Đà Lạt,144,11,6,1,3.17
02219,Cát Tiên,134,5,8,0,10.76
02220,Đạ Tẻh,225,5,7,0,12.45
02221,Đà Lạt,175,14,15,1,1.98
02222,Đức Trọng,67,11,9,0,3.01
02223,Di Linh,121,13,8,1,7.45
02224,Cát Tiên,224,12,5,1,12.69
02225,Cát Tiên,176,6,15,1,9.8
02226,Cát Tiên,92,6,7,1,2.86
02227,Đơn Dương,151,11,9,1,3.21
02228,Bảo Lộc,130,13,12,0,7.53
02229,Đức Trọng,196,6,7,1,2.13
02230,Đức Trọng,185,14,8,1,7.68
02231,Đà Lạt,108,12,7,1,2.96
02232,Đà Lạt,233,10,9,0,5.87
02233,Đơn Dương,149,9,6,0,7.32
02234,Đà Lạt,225,14,11,1,1.22
02235,Đạ Tẻh,78,15,5,1,12.91
02236,Đà Lạt,102,5,14,0,11.92
02237,Di Linh,142,10,11,0,12.58
02238,Bảo Lâm,54,12,5,1,1.83
02239,Bảo Lộc,132,7,12,1,5.12
02240,Đạ Tẻh,227,6,7,1,11.15
02241,Bảo Lâm,100,10,7,0,10.06
02242,Di Linh,98,11,10,1,2.13
02243,Bảo Lâm,188,12,5,0,1.76
02244,Bảo Lâm,147,8,12,0,8.87
02245,Đam Rông,200,7,15,0,11.36
02246,Đức Trọng,68,5,9,0,7.82
02247,Di Linh,81,12,10,0,11.11
02248,Lâm Hà,64,7,11,0,14.66
02249,Đức Trọng,54,15,5,0,6.41
02250,Bảo Lộc,212,9,7,0,2.71
02251,Đơn Dương,207,12,8,1,2.22
02252,Đơn Dương,237,10,6,1,2.93
02253,Đam Rông,121,10,5,0,9.64
02254,Đạ Huoai,132,14,5,0,2.16
02255,Lạc Dương,223,15,7,0,2.65
02256,Đạ Tẻh,73,12,14,1,2.07
02257,Lạc Dương,70,8,14,0,8.08
02258,Di Linh,90,14,9,1,13.4
02259,Đam Rông,76,12,15,0,3.11
02260,Đam Rông,102,5,6,0,6.42
02261,Đơn Dương,124,5,13,1,6.72
02262,Đà Lạt,182,15,11,0,8.62
02263,Đam Rông,184,13,14,0,12.55
02264,Bảo Lâm,164,5,12,1,1.15
02265,Lạc Dương,209,11,10,1,9.13
02266,Di Linh,132,9,5,0,7.29
02267,Đà Lạt,223,11,6,0,2.18
02268,Di Linh,146,15,10,1,3.55
02269,Đam Rông,228,9,13,1,9.24
02270,Bảo Lâm,86,7,14,1,13.37
02271,Lạc Dương,124,7,9,1,8.69
02272,Đức Trọng,123,13,5,1,7.36
02273,Đạ Tẻh,174,7,7,0,14.16
02274,Đơn Dương,174,7,7,0,4.52
02275,Đơn Dương,80,6,12,0,5.67
02276,Đơn Dương,96,10,11,0,10.68
02277,Di Linh,66,9,13,1,12.27
02278,Đạ Tẻh,71,9,7,1,9.22
02279,Đam Rông,84,9,8,1,7.51
02280,Bảo Lâm,90,7,5,0,7.38
02281,Lâm Hà,52,8,14,0,6.19
02282,Đức Trọng,129,13,12,1,4.72
02283,Đà Lạt,127,8,12,1,5.22
02284,Di Linh,170,15,9,0,4.49
02285,Di Linh,96,6,7,1,4.79
02286,Cát Tiên,207,12,13,1,11.2
02287,Lâm Hà,133,15,6,0,8.7
02288,Cát Tiên,229,10,9,1,7.99
02289,Di Linh,90,8,14,1,7.69
02290,Lâm Hà,221,12,5,1,5.6
02291,Cát Tiên,238,5,8,0,1.47
02292,Đà Lạt,60,8,5,1,7.14
02293,Di Linh,167,8,12,1,11.69
02294,Bảo Lộc,64,13,9,0,14.2
02295,Bảo Lộc,148,15,8,0,4.77
02296,Đơn Dương,229,12,15,0,5.86
02297,Bảo Lâm,207,13,8,0,9.53
02298,Đạ Huoai,187,6,9,1,12.29
02299,Bảo Lâm,87,7,12,0,13.43
02300,Bảo Lộc,93,7,12,1,7.06
02301,Cát Tiên,87,7,7,0,9.31
02302,Bảo Lộc,223,11,12,1,6.21
02303,Bảo Lộc,54,5,14,1,10.54
02304,Đơn Dương,144,7,5,1,1.11
02305,Bảo Lâm,105,13,10,1,5.73
02306,Đạ Tẻh,138,5,10,1,7.38
02307,Đức Trọng,121,5,9,1,5.79
02308,Bảo Lâm,187,7,15,0,8.36
02309,Lạc Dương,228,8,9,0,3.16
02310,Di Linh,68,13,14,0,9.26
02311,Cát Tiên,183,8,8,1,2.97
02312,Lạc Dương,175,14,11,1,8.19
02313,Bảo Lâm,86,15,5,1,9.97
02314,Bảo Lộc,127,8,9,0,14.72
02315,Đạ Huoai,227,7,7,1,8.28
02316,Đam Rông,109,10,5,1,11.75
02317,Đà Lạt,79,11,9,0,11.16
02318,Đạ Tẻh,133,11,14,0,8.07
02319,Cát Tiên,99,15,13,1,7.5
02320,Lâm Hà,134,7,14,0,10.87
02321,Đà Lạt,154,14,6,1,10.01
02322,Cát Tiên,231,9,8,1,13.98
02323,Đam Rông,153,8,12,0,13.49
02324,Đạ Tẻh,243,14,6,0,4.89
02325,Lạc Dương,156,10,15,0,2.53
02326,Di Linh,191,9,15,1,8.21
02327,Đà Lạt,205,10,15,1,10.5
02328,Đức Trọng,158,7,8,1,7.64
02329,Đạ Huoai,59,14,13,1,8.3
02330,Bảo Lộc,118,13,6,1,10.97
02331,Đơn Dương,211,8,6,0,5.57
02332,Di Linh,244,6,7,0,14.19
02333,Đức Trọng,115,5,10,1,2.94
02334,Bảo Lộc,237,9,15,0,6.92
02335,Đạ Huoai,56,8,7,0,9.8
02336,Đam Rông,168,12,10,1,10.75
02337,Đức Trọng,78,14,9,0,4.33
02338,Bảo Lộc,175,8,9,0,10.57
02339,Di Linh,113,11,7,0,2.96
02340,Đạ Huoai,105,13,14,1,8.97
02341,Bảo Lâm,74,6,15,1,5.22
02342,Cát Tiên,146,15,15,0,5.75
02343,Di Linh,113,9,5,1,4.68
02344,Đà Lạt,188,10,15,1,5.96
02345,Đạ Huoai,73,11,9,1,7.86
02346,Đơn Dương,244,12,7,1,6.1
02347,Đơn Dương,146,5,13,0,3.01
02348,Đà Lạt,156,12,15,1,4.19
02349,Đạ Tẻh,113,7,7,0,11.68
02350,Đức Trọng,246,6,15,0,5.23
02351,Đơn Dương,138,13,10,1,4.9
02352,Đam Rông,166,6,13,0,10.25
02353,Cát Tiên,207,11,5,0,13.09
02354,Cát Tiên,142,14,13,0,14.21
02355,Di Linh,216,6,10,0,7.2
02356,Bảo Lộc,183,11,10,1,11.86
02357,Đà Lạt,100,12,11,1,14.08
02358,Bảo Lộc,146,10,5,0,2.42
02359,Đạ Tẻh,194,6,13,0,14.3
02360,Di Linh,138,15,5,1,10.29
02361,Đạ Tẻh,109,8,11,1,12.82
02362,Lâm Hà,208,12,11,0,9.94
02363,Đam Rông,205,13,6,1,5.14
02364,Đam Rông,68,14,14,1,8.09
02365,Đạ Huoai,72,7,14,0,3.56
02366,Lạc Dương,59,9,12,0,4.43
02367,Di Linh,246,5,12,1,14.5
02368,Bảo Lộc,227,14,14,1,9.03
02369,Đạ Tẻh,248,6,10,1,11.52
02370,Cát Tiên,126,6,9,1,5.47
02371,Đạ Tẻh,178,9,8,0,14.21
02372,Cát Tiên,108,10,7,0,10.67
02373,Cát Tiên,146,15,15,0,7.81
02374,Lâm Hà,246,9,13,1,13.75
02375,Lâm Hà,194,5,10,0,3.38
02376,Đạ Tẻh,212,7,12,0,7.44
02377,Đơn Dương,63,13,5,1,1.4
02378,Bảo Lộc,160,11,9,0,8.21
02379,Đức Trọng,248,13,6,0,2.81
02380,Cát Tiên,177,8,7,0,13.36
02381,Đạ Tẻh,167,13,13,1,13.68
02382,Đạ Tẻh,124,15,12,0,11.32
02383,Di Linh,163,5,5,0,11.63
02384,Di Linh,244,6,9,1,4.49
02385,Lạc Dương,177,10,11,0,12.91
02386,Bảo Lâm,63,12,12,0,8.01
02387,Lâm Hà,233,10,8,1,11.17
02388,Đạ Huoai,199,8,11,0,10.4
02389,Đức Trọng,114,8,10,0,2.16
02390,Bảo Lâm,227,13,10,0,6.24
02391,Cát Tiên,249,15,12,1,13.28
02392,Cát Tiên,118,6,7,0,12.74
02393,Đạ Huoai,124,12,10,0,3.58
02394,Đà Lạt,137,15,11,1,13.76
02395,Đức Trọng,250,12,13,0,5.18
02396,Đức Trọng,151,15,5,0,9.57
02397,Cát Tiên,119,14,5,1,7.11
02398,Bảo Lộc,201,5,6,1,1.71
02399,Lâm Hà,103,6,13,0,13.91
02400,Cát Tiên,110,5,7,1,11.24
02401,Lâm Hà,118,7,13,0,7.72
02402,Đức Trọng,103,9,6,0,12.1
02403,Đức Trọng,233,14,9,0,11.55
02404,Lâm Hà,161,10,9,1,10.56
02405,Di Linh,96,7,6,0,12.65
02406,Cát Tiên,76,14,8,1,6.63
02407,Đức Trọng,173,13,13,0,11.92
02408,Đơn Dương,181,8,9,0,13.45
